taxa,3329_11-01-16,6100_12-27-16,1894_04-24-18,6070_08-30-17,6037_07-10-18,3660_09-20-16,5702_04-26-16,8118_02-09-16,1320_03-23-16,4489_11-17-15,4374_02-28-17,8186_11-22-16,6995_03-15-16,5338_08-04-17,0010_07-09-16,7786_11-08-16,7953_05-15-18,5287_10-19-16,4759_08-16-16,5913_01-24-17,4100_01-03-17,1203_01-23-17,4657_08-23-16,4582_05-23-17,9059_02-02-16,0963_05-23-17,1985_06-07-16,9591_03-14-17,1709_09-19-17,9120_02-09-16,8120_05-22-18,7768_08-15-17,3369_08-07-18,3898_12-27-16,8633_04-19-16,3227_08-15-17,3899_06-13-18,8507_05-03-16,2651_11-22-16,6753_10-30-18,4471_01-03-17,1593_09-12-17,7005_02-14-18,5975_07-18-17,5890_09-27-16,8012_12-09-15,9190_03-14-18,5160_07-19-16,6673_12-07-16,8344_05-02-17,9176_03-29-16,7551_11-02-16,3836_02-27-17,5432_01-27-16,2045_08-21-17,4954_11-23-16,3315_06-07-16,0354_01-10-17,0904_07-10-17,7660_05-01-18,4018_01-05-16,3321_03-08-16,3921_07-18-17,5600_07-10-17,0677_08-19-17,4546_04-26-16,9371_10-16-18,4913_03-07-17,3955_08-25-17,8158_04-12-16,3545_12-13-16,2409_08-02-16
Tamlana,0,0,1,2,0,0,8,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,17,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
Zunongwangia,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,1,8,0,0,0,0,0,0,0
Mesoflavibacter,0,0,15,5,0,4,0,0,0,3,0,1,0,2,0,0,0,0,0,0,2,0,0,9,1,0,40,7,0,1,1,0,1,30,2,2,0,0,1,1,1,1,13,42,2,0,0,0,0,0,0,0,0,59,0,0,0,2,0,3,0,4,0,4,38,15,0,2,0,4,0,0
Flagellimonas,0,1,6,3,0,6,14,0,3,1,1,1,0,0,0,0,11,0,0,0,1,0,0,7,0,0,0,9,1,10,0,0,0,13,3,1,2,0,7,1,0,1,0,15,0,0,3,0,0,0,0,0,2,65,0,0,0,4,0,48,0,0,3,7,1,1,0,1,3,5,0,0
Eudoraea,0,0,4,0,0,2,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,0,2,0,0,3,3,0,0,0,0,3,0,0,0,0,9,2,1,0,0,0,0,1,0,0,0,7,0,1,0,2,1,0,0
Joostella,0,0,0,0,2,0,4,0,27,5,1,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,1,28,0,0,8,0,0,0,0,0,0,0,0,6,13,1,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,18,1,0,2,0,0,0
Cloacibacterium,0,0,21,12,1,1,16,1,0,2,0,0,9,0,0,0,1,1,0,1,0,0,0,0,0,0,2,40,0,0,0,0,0,44,0,0,0,0,0,2,0,0,1,2,7,0,0,0,0,1,0,0,1,825,0,0,0,0,0,4,0,1,20,1,0,18,0,0,1,5,0,0
Mariniflexile,0,0,3,18,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,6,0,0,58,0,1,1,0,0,22,0,10,0,0,26,0,0,0,1,1,0,0,3,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,1,1,0,1,0,0,8,2,0,0
Salinimicrobium,0,0,2,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,6,2,0,0,18,1,1,0,0,1,26,1,13,1,0,0,1,1,1,1,4,2,0,3,0,0,0,0,0,3,51,1,0,0,0,0,1,0,0,0,5,21,2,0,0,2,0,1,0
Zhouia,2,0,4,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,0,2,0,1,0,6,2,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0
Kriegella,0,0,4,1,2,0,5,1,0,3,1,0,0,9,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,7,1,0,3,6,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,1,2,0,1,0,0,0,0,0
Pseudozobellia,0,0,2,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,3,1,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,5,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
Jejuia,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,67,0,0,0,2,0,0,0,0,0,0,1,0,0,7,2,0,0,0,5,0,0,0,1,6,0,0,0,0,0,1,0,0,3,2,1,6,0,0,50,3,0,0
Muriicola,0,0,2,3,0,1,0,0,0,2,1,1,0,0,0,1,0,4,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Soonwooa,0,0,3,12,0,11,10,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,11,0,1,0,0,0,7,0,1,0,0,0,0,1,1,0,15,0,1,6,0,0,0,0,0,0,344,40,0,0,0,0,3,0,1,0,1,0,0,0,2,9,3,0,0
Aureitalea,0,0,1,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Siansivirga,0,0,4,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,1,3,1,0,5,0,0,0,0,0,1,0,1,0,22,0,0,1,0,0,0,0,0,2,5,3,0,1,0,1,2,0,0,0,0,3,4,0,0,1,0,0,0
Flavivirga,0,0,1,1,101,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,0,0,2,0,1,0,1,0,1,2,2,0,0,3,5,0,0,0,1,2,0,0,0,0,0,0,8,1,18,0,0,0,0,0,2,0,1,0,0,13,0,0,0,0,98,0,0
Euzebyella,0,0,5,1,0,0,0,0,1,8,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0,0,2,0,0,0,0,0,0
Aureicoccus,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,3,1,0,1,0,2,1,4,2,0,2,0,1,0,1,0,0,0,0,0,4,0,0,0,1,23,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Pricia,0,0,3,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,2,10,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sinomicrobium,0,0,1,0,0,1,1,0,1,129,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,31,11,1,0,3,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,1,4,1,9,1,0,0,0,0,0
Arenitalea,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,0,0,10,1,0,0,0,0,0
Wenyingzhuangia,0,1,8,0,1,3,0,0,0,4,0,0,1,0,0,0,1,0,0,2,8,0,0,0,0,0,0,3,2,7,1,1,1,12,1,1,0,0,1,1,1,0,1,21,0,0,2,0,1,0,0,2,2,28,0,1,0,1,0,0,0,0,11,6,3,1,2,0,0,6,0,0
Altibacter,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Chishuiella,0,0,3,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,5,1,4,0,0,0,19,0,1,0,32,2,0,0,0,0,0,0,2,0,53,0,0,0,0,0,1,0,0,1,0,2,5,1,0,0,2,0,0
Pustulibacterium,0,0,6,4,0,1,0,0,38,16,0,0,79,0,1,0,0,0,0,1,0,0,0,33,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,17,0,11,1,1,0,0,2,0,0,0,0,15,1,0,8,1,0,1,0,0,0,69,0,16,0,0,0,0,1,0
Seonamhaeicola,0,0,14,0,0,4,0,0,1,6,0,3,0,0,0,0,48,0,1,8,0,0,0,42,0,0,0,4,0,0,0,0,0,5,0,3,0,1,0,0,1,4,1,62,1,0,2,0,0,0,0,1,1,24,2,0,1,68,1,60,1,0,0,1,0,16,5,36,1,3,0,0
Algoriella,0,0,2,2,1,0,0,44,1,7,0,1,14,0,0,0,0,0,0,1,0,0,0,4,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,2,0,1,49,5,0,5,0,0,0,0,0,0
Confluentibacter,0,0,1,1,0,0,5,0,0,8,0,0,3,1,0,0,0,0,0,3,1,0,0,5,0,0,0,3,0,1,1,0,0,4,0,1,0,1,0,0,0,1,1,30,0,0,2,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,20,1,0,0,4,1,0
Ichthyenterobacterium,0,1,4,0,0,8,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Apibacter,0,0,6,4,1,0,12,0,0,15,0,0,4,0,0,0,0,0,0,0,42,0,0,7,3,0,1,2,0,1,2,2,3,7,0,0,2,0,2,2,0,0,2,19,0,0,1,0,2,0,0,0,0,143,0,0,3,1,0,1,0,0,4,0,1,34,2,3,0,2,0,0
Marinirhabdus,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Xanthomarina,0,0,3,103,0,0,0,0,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,59,0,0
Vaginella,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,4,0,2,0,0,2,0,0,2,0,0,1,0,0,2,0,1,0,1,1,0,1,0,0,0,61,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0
Oceanihabitans,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,22,0,8,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0
unclassified Cryomorphaceae,0,1,1,5,0,3,0,0,3,9,3,1,189,0,1,0,0,1,1,1,3,0,0,4,4,0,86,9,2,4,2,2,0,9,4,4,9,1,2,3,0,6,6,1,0,0,3,0,3,0,0,1,1,152,24,0,0,0,2,0,0,0,27,23,98,2,2,47,66,1,0,0
Owenweeksia,0,0,2,1,0,0,0,0,0,3,0,0,10,1,0,0,0,0,0,0,1,0,1,2,1,0,0,3,0,3,0,0,1,7,0,1,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,31,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,3,0,0
Schleiferia,0,0,0,0,0,0,0,0,2,7,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,3,0,0,0,2,0,3,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0
Ichthyobacterium,0,1,1,50,4,0,0,0,0,48,10,0,1,0,0,0,1,0,2,0,1,0,0,2,0,0,0,2,4,3,1,6,1,2,1,0,2,0,1,0,0,1,7,7,1,0,0,1,1,0,0,0,1,43,2,0,3,0,5,0,1,0,0,3,1,4,6,0,3,1,0,0
Brumimicrobium,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,2,0,0,0,5,1,1,0,1,0,9,1,0,1,0,0,2,0,0,0,17,5,0,0,0,0,0,0,0,1,5,0,1,0,1,0,3,0,0,1,3,0,30,2,0,1,6,0,0
Crocinitomix,0,0,5,3,0,1,5,0,0,4,9,0,79,0,0,0,2,0,0,0,1,0,0,4,0,0,0,181,0,0,0,0,0,18,2,0,0,0,0,4,0,0,0,8,2,0,0,0,0,0,0,0,1,14,0,0,0,1,3,6,0,0,0,0,18,3,0,0,1,2,0,0
Fluviicola,0,0,12,1,1,5,2,1,0,13,5,30,1,2,0,0,0,0,0,1,1,0,1,5,0,0,0,7,26,3,2,0,0,16,2,1,0,0,1,4,3,0,6,1,2,0,1,0,0,0,0,1,1,13,9,0,2,0,1,1,0,0,17,2,30,1,0,0,2,40,1,0
Lishizhenia,0,0,5,2,1,0,0,0,0,1,1,0,0,0,0,0,6,0,0,1,0,0,0,9,0,0,0,4,0,0,1,0,0,4,0,3,2,0,1,3,0,0,0,20,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0
unclassified Crocinitomicaceae,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,55,1,0,0,0,0,6,0,2,28,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,18,37,0,0,0,0,0,0,0,0,0,33,0,0,1,0,1,0,0
Candidatus Sulcia,0,3,3,3,3,0,1,1,5,69,5,2,2,2,0,0,0,4,9,7,5,0,0,5,5,0,1,7,16,4,11,10,3,16,4,6,8,0,2,1,0,8,15,8,1,0,8,3,8,1,0,1,6,2,0,0,12,1,7,3,4,0,6,6,0,0,14,1,9,0,2,0
unclassified Flavobacteriales (miscellaneous),5,6,328,135,93,4787,157,196,190,693,125,19,325,73,10,12,4,7,11,136,106,1,23,155,76,0,43,295,22,201,89,138,72,483,28,411,88,10,7868,79,16,25,166,359,130,1,44,5,33,9,2,41,125,4009,71,7,15635,109,15,57,5,9,16263,122,147,301,39,58,235,126,5,0
Candidatus Walczuchella,0,0,0,0,0,0,0,1,3,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,0,2,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,1,1,0,1,4,0,0,0,0,1,0,0,0
unclassified Sphingobacteriia,0,0,280,14,5,0,3,0,0,2,0,0,2,15,0,0,0,1,0,0,0,0,20,3,2,0,1,4,1,1,0,1,0,280,1,1,0,0,1,39,0,1,2,29,4,0,0,0,0,0,0,1,2,18,1,7,1,1,1,3,0,0,11,0,0,25,1,1,1,12,0,0
Sphingobacterium,6,3,48,58,6,29,72,41,34,423,26,14,36,3,3,0,5,4,259,141,73,1,1,280,158,2,3,145,254,180,6,5,6,167,230,116,321,3,19,14,7,30,70,131,45,1,95,65,21,8,1,31,62,457,133,6,128,16,121,22,2,6,56,68,98,145,84,46,77,47,7,0
Pedobacter,13,3,118,55,213,137,113,26,85,407,190,26,74,51,3,4,34,65,1,66,93,0,10,497,30,2,3,213,99,122,156,42,14,276,37,163,69,12,79,27,15,43,112,229,35,4,133,62,32,3,1,24,50,681,164,3,6,7,138,41,4,4,79,121,187,132,106,31,95,87,6,0
unclassified Sphingobacteriaceae,30,0,13,227,1,52,12,4,6,142,32,0,16,0,4,2,5,4,3,2,7,0,4,161,29,0,6,55,10,6,24,20,0,636,6,12,1,12,10,18,0,16,10,39,41,0,4,16,5,4,0,3,21,356,47,4,0,4,3,41,3,25,33,39,54,19,54,23,34,423,2,0
Olivibacter,0,1,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,15,4,0,1,7,4,0,0,6,1,0,0,1,0,4,0,10,0,0,0,0,1,0,2,0,6,0,1,0,2,0,0,0,0,5,5,0,0,64,2,3,0,0,0,3,0,0,3,1,9,1,0,0
Pseudosphingobacterium,0,0,3,2,0,0,4,0,2,9,1,0,2,0,1,0,0,0,0,8,1,0,0,1,1,0,0,3,0,6,2,0,0,5,0,2,0,0,1,1,1,1,2,14,0,0,0,0,1,0,0,0,0,6,1,0,0,0,1,1,0,0,0,2,2,3,30,1,2,0,0,0
Parapedobacter,1,0,1,2,0,0,0,1,15,15,4,3,6,0,0,0,0,0,0,0,3,0,0,6,1,1,0,2,2,9,0,2,2,7,0,1,1,0,0,1,0,4,5,12,1,0,15,14,1,0,0,1,3,20,1,0,0,0,0,2,0,2,0,1,0,0,1,3,2,0,0,0
Mucilaginibacter,2,3,34,8,1,4,102,14,16,163,14,16,77,13,0,2,2,58,2,10,57,0,3,79,44,0,93,25,6,127,26,4,5,112,17,69,20,2,30,11,3,7,72,26,7,2,78,1,0,5,0,8,28,141,60,2,2,1,157,15,0,5,30,32,65,56,34,25,62,17,1,0
Nubsella,0,1,3,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,16,1,0,0,0,0,2,1,0,0,0,0,11,0,0,0,1,0,0
Solitalea,3,0,5,4,140,2,8,0,0,4,2,0,7,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,13,3,0,10,0,4,0,0,0,1,2,0,2,27,1,0,0,0,0,0,0,4,32,13,6,1,0,0,0,3,0,2,0,3,19,0,0,0,1,15,0,0
Pseudopedobacter,0,0,3,1,65,1,0,1,1,19,0,2,24,0,0,0,1,0,0,1,1,0,1,22,14,0,0,6,38,4,0,1,0,9,0,3,2,0,1,3,2,1,4,28,1,0,0,0,0,1,0,0,0,55,2,1,2,1,0,1,0,0,0,5,3,1,1,1,7,0,0,0
unclassified Sphingobacteriales,3,0,58,9,2,7,67,2,8,134,10,9,29,27,2,0,3,1,2,13,22,0,8,43,13,0,17,53,11,35,27,37,2,132,1,24,11,2,7,31,5,15,22,50,17,0,12,1,11,0,0,14,49,213,11,0,6,5,2,14,4,2,45,31,59,36,30,12,14,27,0,0
unclassified Bacteroidetes,69,40,497,297,190,102,2719,15,129,555,102,72,702,65,13,6,16,8,22,137,226,2,36,388,176,1,23,1034,69,103,391,50,78,982,102,340,109,8,55,177,15,60,180,556,73,8,216,16,32,79,3,84,97,1160,273,73,51,80,8,208,11,24,421,298,451,249,377,49,121,1783,75,0
Bacteroides,24957,202621,9935,38024,521738,346056,6893,5278691,7646031,3025990,3632162,4484425,22176,4127053,2047,12835,9789,3874838,5578416,4022025,5428673,89275,2313,5103674,1504084,64254,33667,19017,5822460,4964721,7438306,2415632,3108328,112630,5674937,4944400,7557956,14331,4452958,21248,8478,6425038,5459200,28324,48234,5820,6314462,2353930,4572002,2563037,31126,6726751,6630325,283487,5299843,9433,4351204,3173,4121157,30027,2360665,22867,4027846,6167900,50990,6216,6231016,11313,7901992,49791,5653941,2788
unclassified Bacteroidaceae,1,12,1,0,16,2,0,0,14,25,12,14,1,0,0,0,0,1,1,6,118,0,0,10,9,0,1,0,8,24,1,1,1,0,5,3,30,0,6,1,0,10,46,1,0,0,15,0,1,0,0,1,24,16,3,0,0,0,0,0,58,0,0,18,0,0,3,0,15,3,3,0
Mediterranea,1,147,2,5,495,201,1,6,2235,7514,1486,89,4,10,1,0,1,198,2550,276,1133,1,1,4823,142,5,6,40,1741,230,437,6,78,1,409,379,6117,0,423,15,1,2593,1251,634,68,0,1084,354,250,7,0,87,1337,37,818,0,53,5,37,1,48,0,378,691,1,0,94,0,5006,1746,840,0
Rikenella,0,15,4,0,72,15,0,13,21,473,136,3,2,0,0,0,0,4,49,201,40,1,0,75,2,0,0,1,16,9,581,8,11,2,9,21,45,0,19,1,0,51,12,2,0,0,6,4,2,4,0,3,98,15,17,1,8,0,8,0,9,0,10,131,3,0,21,4,13,1,10,0
Alistipes,28,631,227,4422,2767,1972,691,471,473719,1402555,23002,716,307,1078,9,9,10,17046,1399,85490,243791,574,302,32223,404,2941,723,206,5511,195613,964556,380,974511,470,3601,594015,7933,44,37610,46,325,13030,1270,262,2533,211,2359,276,680,2044,565,369,136789,2086,2023,121,2761,27,436,1207,472,42,797355,138033,1057,205,12279,50,57886,8526,480,0
unclassified Rikenellaceae,1,29,4,2,9,7,69,2577,96,173,150,135,2,287,0,0,2,186,7,11,354,0,1,155,149,0,298,7,82,115,49,6,9,8,98,64,209,3,132,0,1,691,252,11,3,1,203,0,8,0,2,5,38,105,36,0,325,0,0,2,3,0,50,172,13,2,54,3,98,9,6,1
Mucinivorans,1,48,2,1,6,4,0,2,7,36,1,1,1,1,0,0,0,32,9,10,51,0,1,2,1,0,1,0,21,28,16,2,6,3,30,3,19,0,16,0,0,28,68,0,0,0,27,0,1,6,0,24,7,47,6,0,10,0,0,0,2,0,32,17,0,0,9,0,39,1,8,0
Tidjanibacter,0,3,3,0,6,3,0,1,487,15,43,1,8,4,0,0,1,63,3,21,248,0,0,60,0,0,0,0,68,17,38,0,17,4,5,338,19,0,11,0,0,30,45,0,0,0,2,1,0,0,0,19,9,4,1,0,5,0,2,0,25,0,623,61,0,0,5,0,29,0,127,0
Porphyromonas,6,97238,116,226,74817,3063,52,802,454,974,9306,2785,8,104,8,1,5512,3079,8830,848179,4490,366,3,13681,356,246,41,299,2458,1382,52676,203,55414,49,267,476,500,726,8059,22,137,2204,5936,385,124,8,2846,17,1047,743,123,737,11746,7912,78670,887,1957,3,13,318,11312,2,10011,5981,42,5,934,17,341,379,73148,0
Petrimonas,10,24,0,1,42,5,11,2,5,66,13,2,0,0,0,2,0,2,2,6,15,2,0,3,2,0,0,1,6,3,3,3,4,3,4,4,1,0,7,0,0,2,5,1,3,0,75,0,1,0,0,0,6,57,8,0,4,0,0,1,2,0,4,5,7,0,2,0,9,0,13,0
unclassified Porphyromonadaceae,12,495,20,14,2574,377,161,4840,643,2899,5606,1281,110,121,2,4,6,110,699,989,6964,10,1,2927,249,2,9,123,1864,275,1902,98,3876,109,11668,628,712,1,1450,10,4,45303,650,298,16,0,4910,11,126,12,1,103,6097,402,501,2,190,2,40,11,1354,3,672,503,319,17,954,9,2986,48,2107,0
Fermentimonas,0,4,0,0,20,5,0,0,5,18,1,0,0,0,0,0,0,0,2,4,6,0,0,2,0,0,0,0,3,5,8,1,1,8,2,143,3,0,0,0,0,14,2,1,0,0,0,1,1,0,0,0,4,1,4,0,6,1,0,0,0,0,5,32,0,0,2,2,4,3,1,0
Gabonibacter,0,151,1,9,273,12,0,9,76,156,32,42,0,12,0,0,1,44,9,122,86,0,0,91,5,0,1,0,6,9,47,33,99,9,170,15,316,0,76,0,0,89,84,3,3,0,144,5,9,1,0,8,83,15,45,0,7,0,135,2,106,0,258,101,1,0,39,1,14,4,5,0
Gabonia,0,72,2,1,20,22,0,94,3,209,57,4,0,6,0,0,0,18,14,3211,128,0,0,47,12,1,2,4,13,76,171,70,23,2,14,458,5343,1,73,2,1,24,27,8,6,0,19,2,5,19,0,8,135,1,16,3,13,2,17,0,55,0,324,449,0,0,16,14,51,2,42,0
Prevotella,4487,9575,398,27373,6719,9927,1033,11909,22751,9939,7034,947,2277,1323,206,1299,201,15324,1478,2634,29389,1071,224,278296,1981,218,713,219078,3744,3159,5309,764,2090,8155,8270,4395,10233,176,50368,24389,53,22579,18568,12951,960,24,6029,937,1396,8177,250,3197,3048,36517,6318,83,19285,142,47913,803,45087,179,23868,13141,808,1795,8409,1367,33755,21066,5056,65
Prevotellaceae: environmental samples,97,810,76,31,1145,382,300,1008,447,1508,568,749,88,135,9,29,3,399,84,341,801,27,6,859,200,5,106,279,214,244,1348,276,221,217,278,395,655,5,386,17,6,380,527,114,40,0,357,18,100,29,4,161,657,407,499,7,154,4,121,33,92,5,420,415,382,77,403,39,637,193,200,4
unclassified Prevotellaceae,54,627,35,63,787,187,244,2321,832,978,482,426,21,119,20,17,23,174,459,488,3008,14,6,967,852,14,57,242,331,1666,4880,45,1141,105,874,877,2183,57,1371,21,2,1141,1009,164,45,50,423,17,221,34,8,136,361,287,707,1,4605,3,597,20,249,45,465,1340,220,25,804,13,1616,286,320,0
Paraprevotella,5,262,39,1074,325,336,1,747,4640,1363,561,134,15,162,0,1,0,708,350,1821,20515,38,8,2136,714,1323,68,164,435,454,372,40,117,30,492,1455,3753,179,3980,33,1,257975,789,197,235,27,1167,105,4354,195,44,222,650,539,655181,2,290,2,321,73,790,7,37525,272220,594,36,1178,141,2279,15,327,0
Alloprevotella,7,17,1,9,25,15,164,2,96,125,12,4,13,28,0,1,0,34,8,11,7,1,0,33,10,1,4,3698,15,14,10,11,3,1334,104,18,10,2,14553,131,13,21,19,4,6,0,26,4,7,576,0,797,11,211,15,1,3,1,0,599,2,3,10,10,15,2,32,2,31,2066,24,0
Prevotellamassilia,18,20,0,5,5,848,0,139,429,25,7,3,2,6,1,7,0,1173,4,36,248,8,0,211,4,3,31,13,23,127,8,2,171,3,425,29,160,0,138,21,0,395,161,36,2,0,7,3,5,8,0,2,26,17,54,0,188,0,1316,0,363,25,293,45,0,0,4214,0,342,3,23,0
Metaprevotella,0,54,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,0,0,0,186,3,0,0,6,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,75,0,0,0,0,2,0,0,0,1,0,2,0,120,0,0,1,0,0,9,0,5,0,0,0
Bacteroidales: environmental samples,9,205,52,29,521,120,348,263,144,1044,168,69,159,98,1,3,2,16,32,193,382,4,4,395,86,2,127,170,87,129,1299,217,154,91,274,624,304,1,709,19,6,124,207,264,36,1,556,12,38,30,0,103,215,323,379,3,69,2,27,27,23,8,233,436,447,20,156,26,232,78,84,0
Lentimicrobium,0,1,1,1,6,1,0,0,3,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,4,1,3,1,0,1,0,0,0,1,0,1,0,0,0,3,0,0,3,1,3,0,0,1,0,0,0,0,0,19,0,1,0,4,0,2,0,1,0
Odoribacter,3,1028,13,23,701,674,25,570,6072,4499,6505,124,86,93,1,2,3,934,3274,2017,19319,25,4,1796,962,9,14,45,1052,1902,10234,434,936,378,680,21183,1681,9,3130,11,18,1323,1539,31,22,3,1230,877,5290,107,60,283,27027,142,922,8,1955,4,322,20,844,6,1588,2045,124,39,2682,9,1246,19,4350,2
